call_id,arrival_time,wait_time_hr,wait_time_min,handle_time_hr,handle_time_min,total_time_min,agent_id,call_type,abandoned,sla_met,queue_at_arrival,day,hour,is_peak,long_wait
45749,913.4737,0.0302,1.81,0.0,0.0,1.81,0,Account,1,0,2,115,9,1,0
45750,913.4982,0.0057,0.34,0.0421,2.52,2.87,2,Billing,0,1,2,115,9,1,0
45751,913.5091,0.0225,1.35,0.0214,1.28,2.64,3,Billing,0,1,2,115,9,1,0
45752,913.5109,0.0311,1.87,0.0461,2.77,4.63,1,Technical,0,1,2,115,9,1,0
45753,913.5112,0.0348,2.09,0.0,0.0,2.09,0,Account,1,0,2,115,9,1,1
45754,913.5204,0.0256,1.53,0.0566,3.4,4.93,2,Technical,0,1,2,115,9,1,0
45755,913.5221,0.0309,1.86,0.0624,3.74,5.6,3,Technical,0,1,2,115,9,1,0
45756,913.5525,0.0356,2.14,0.0611,3.66,5.8,1,Account,0,1,2,115,9,1,1
45757,913.5607,0.0419,2.51,0.0211,1.27,3.78,2,General,0,1,2,115,9,1,1
45758,913.5826,0.0328,1.97,0.0511,3.06,5.03,3,Technical,0,1,2,115,9,1,0
45759,913.5911,0.0326,1.96,0.0215,1.29,3.24,2,General,0,1,2,115,9,1,0
45760,913.6229,0.0223,1.34,0.0248,1.49,2.82,2,Billing,0,1,2,115,9,1,0
45761,913.6668,0.0,0.0,0.0412,2.47,2.47,1,Account,0,1,1,115,9,1,0
45762,913.7031,0.0,0.0,0.0344,2.06,2.06,3,Billing,0,1,1,115,9,1,0
45763,913.7164,0.0,0.0,0.0329,1.98,1.98,2,Billing,0,1,1,115,9,1,0
45764,913.7181,0.0,0.0,0.0328,1.97,1.97,1,Account,0,1,2,115,9,1,0
45765,913.7274,0.0101,0.6,0.0207,1.24,1.85,3,General,0,1,2,115,9,1,0
45766,913.7385,0.0108,0.65,0.0255,1.53,2.18,2,Account,0,1,2,115,9,1,0
45767,913.803,0.0,0.0,0.0428,2.57,2.57,1,Account,0,1,0,115,9,1,0
45768,913.8196,0.0,0.0,0.0204,1.22,1.22,3,Account,0,1,1,115,9,1,0
45769,913.8401,0.0,0.0,0.0479,2.88,2.88,2,Technical,0,1,1,115,9,1,0
45770,913.8706,0.0,0.0,0.0266,1.59,1.59,3,General,0,1,1,115,9,1,0
45771,913.8874,0.0,0.0,0.0182,1.09,1.09,1,Billing,0,1,2,115,9,1,0
45772,913.9056,0.0,0.0,0.0161,0.97,0.97,2,Account,0,1,0,115,9,1,0
45773,913.9112,0.0,0.0,0.0608,3.65,3.65,3,Billing,0,1,1,115,9,1,0
45774,913.9125,0.0,0.0,0.1512,9.07,9.07,1,Complaint,0,1,2,115,9,1,0
45775,913.938,0.0,0.0,0.0335,2.01,2.01,2,Billing,0,1,2,115,9,1,0
45776,913.9758,0.0,0.0,0.0258,1.55,1.55,2,General,0,1,1,115,9,1,0
45777,913.9864,0.0,0.0,0.0504,3.03,3.03,3,Billing,0,1,2,115,9,1,0
45778,914.0023,0.0,0.0,0.1354,8.12,8.12,2,Technical,0,1,2,115,10,1,0
45779,914.0097,0.0272,1.63,0.0481,2.88,4.51,3,Complaint,0,1,2,115,10,1,0
45780,914.0216,0.042,2.52,0.0,0.0,2.52,0,Billing,1,0,2,115,10,1,1
45781,914.0263,0.0373,2.24,0.0,0.0,2.24,0,Technical,1,0,2,115,10,1,1
45782,914.0549,0.0088,0.53,0.0422,2.53,3.06,1,Billing,0,1,2,115,10,1,0
45783,914.0684,0.0165,0.99,0.0535,3.21,4.2,3,Billing,0,1,2,115,10,1,0
45784,914.0842,0.0216,1.3,0.0,0.0,1.3,0,General,1,0,2,115,10,1,0
45785,914.085,0.0209,1.25,0.0,0.0,1.25,0,Complaint,1,0,2,115,10,1,0
45786,914.1045,0.0014,0.08,0.041,2.46,2.54,1,General,0,1,2,115,10,1,0
45787,914.109,0.0287,1.72,0.0,0.0,1.72,0,General,1,0,2,115,10,1,0
45788,914.1187,0.0191,1.14,0.0,0.0,1.14,0,General,1,0,2,115,10,1,0
45789,914.1293,0.0084,0.51,0.0451,2.71,3.21,2,General,0,1,2,115,10,1,0
45790,914.1412,0.0,0.0,0.0475,2.85,2.85,3,Account,0,1,2,115,10,1,0
45791,914.1464,0.0004,0.03,0.0857,5.14,5.17,1,Technical,0,1,2,115,10,1,0
45792,914.1844,0.0,0.0,0.1818,10.91,10.91,2,Complaint,0,1,2,115,10,1,0
45793,914.1955,0.0,0.0,0.0684,4.11,4.11,3,Technical,0,1,2,115,10,1,0
45794,914.2145,0.0181,1.08,0.0394,2.37,3.45,1,Account,0,1,2,115,10,1,0
45795,914.2335,0.0304,1.83,0.0466,2.79,4.62,3,Technical,0,1,2,115,10,1,0
45796,914.2522,0.0198,1.19,0.034,2.04,3.23,1,Technical,0,1,2,115,10,1,0
45797,914.2686,0.0374,2.25,0.0,0.0,2.25,0,Billing,1,0,2,115,10,1,1
45798,914.3032,0.0028,0.17,0.0526,3.16,3.33,1,Billing,0,1,2,115,10,1,0
45799,914.3366,0.0,0.0,0.021,1.26,1.26,3,General,0,1,2,115,10,1,0
45800,914.3474,0.0102,0.61,0.0,0.0,0.61,0,Billing,1,0,2,115,10,1,0
45801,914.3676,0.0,0.0,0.0211,1.27,1.27,3,General,0,1,0,115,10,1,0
45802,914.3698,0.0,0.0,0.0831,4.99,4.99,1,Technical,0,1,1,115,10,1,0
45803,914.3717,0.0,0.0,0.0427,2.56,2.56,2,Billing,0,1,2,115,10,1,0
45804,914.3848,0.004,0.24,0.1007,6.04,6.28,3,Billing,0,1,2,115,10,1,0
45805,914.4309,0.0,0.0,0.0336,2.01,2.01,2,General,0,1,2,115,10,1,0
45806,914.4519,0.0011,0.06,0.0384,2.3,2.37,1,Account,0,1,2,115,10,1,0
45807,914.474,0.0,0.0,0.0797,4.78,4.78,2,Technical,0,1,2,115,10,1,0
45808,914.4774,0.012,0.72,0.0331,1.98,2.71,3,Account,0,1,2,115,10,1,0
45809,914.4895,0.0018,0.11,0.048,2.88,2.99,1,Technical,0,1,2,115,10,1,0
45810,914.4998,0.0228,1.37,0.0,0.0,1.37,0,Account,1,0,2,115,10,1,0
45811,914.5303,0.0,0.0,0.0162,0.97,0.97,3,Account,0,1,2,115,10,1,0
45812,914.5333,0.006,0.36,0.0468,2.81,3.17,1,Technical,0,1,2,115,10,1,0
45813,914.5488,0.0,0.0,0.0794,4.77,4.77,3,Billing,0,1,2,115,10,1,0
45814,914.5972,0.0,0.0,0.0138,0.83,0.83,2,General,0,1,1,115,10,1,0
45815,914.6418,0.0,0.0,0.0225,1.35,1.35,1,Billing,0,1,0,115,10,1,0
45816,914.6801,0.0,0.0,0.0545,3.27,3.27,2,Billing,0,1,0,115,10,1,0
45817,914.6895,0.0,0.0,0.0454,2.72,2.72,3,Technical,0,1,1,115,10,1,0
45818,914.7461,0.0,0.0,0.0451,2.71,2.71,1,Billing,0,1,0,115,10,1,0
45819,914.7789,0.0,0.0,0.0512,3.07,3.07,2,Billing,0,1,1,115,10,1,0
45820,914.817,0.0,0.0,0.0779,4.68,4.68,3,Billing,0,1,1,115,10,1,0
45821,914.8708,0.0,0.0,0.0342,2.05,2.05,1,General,0,1,1,115,10,1,0
45822,914.9261,0.0,0.0,0.0403,2.42,2.42,2,Billing,0,1,0,115,10,1,0
45823,914.9316,0.0,0.0,0.064,3.84,3.84,3,Account,0,1,1,115,10,1,0
45824,914.9343,0.0,0.0,0.0877,5.26,5.26,1,Technical,0,1,2,115,10,1,0
45825,914.9578,0.0085,0.51,0.0408,2.45,2.96,2,General,0,1,2,115,10,1,0
45826,914.9744,0.0212,1.27,0.1102,6.61,7.89,3,Complaint,0,1,2,115,10,1,0
45827,914.9823,0.0249,1.49,0.0409,2.45,3.94,2,General,0,1,2,115,10,1,0
45828,915.0054,0.0167,1.0,0.0123,0.74,1.74,1,Billing,0,1,2,115,11,1,0
45829,915.0067,0.0277,1.66,0.0657,3.94,5.6,1,Billing,0,1,2,115,11,1,0
45830,915.0076,0.0404,2.42,0.0,0.0,2.42,0,Billing,1,0,2,115,11,1,1
45831,915.0164,0.0317,1.9,0.0224,1.34,3.24,2,Account,0,1,2,115,11,1,0
45832,915.0207,0.0497,2.98,0.0,0.0,2.98,0,Billing,1,0,2,115,11,1,1
45833,915.046,0.0244,1.46,0.0588,3.53,4.99,2,Technical,0,1,2,115,11,1,0
45834,915.1052,0.0,0.0,0.0675,4.05,4.05,1,Billing,0,1,2,115,11,1,0
45835,915.1269,0.0,0.0,0.0728,4.37,4.37,3,Technical,0,1,2,115,11,1,0
45836,915.1481,0.0,0.0,0.0381,2.29,2.29,2,Account,0,1,2,115,11,1,0
45837,915.1483,0.0245,1.47,0.0634,3.8,5.27,1,Account,0,1,2,115,11,1,0
45838,915.1626,0.0236,1.42,0.04,2.4,3.81,2,Account,0,1,2,115,11,1,0
45839,915.1966,0.0031,0.19,0.07,4.2,4.39,3,Technical,0,1,2,115,11,1,0
45840,915.2178,0.0084,0.5,0.0333,2.0,2.5,2,Account,0,1,2,115,11,1,0
45841,915.223,0.0131,0.78,0.0393,2.36,3.14,1,Account,0,1,2,115,11,1,0
45842,915.2607,0.0,0.0,0.1104,6.62,6.62,2,Technical,0,1,2,115,11,1,0
45843,915.3274,0.0,0.0,0.1324,7.94,7.94,3,Technical,0,1,1,115,11,1,0
45844,915.334,0.0,0.0,0.1467,8.8,8.8,1,Complaint,0,1,2,115,11,1,0
45845,915.3386,0.0325,1.95,0.0,0.0,1.95,0,Billing,1,0,2,115,11,1,0
45846,915.3469,0.0242,1.45,0.0,0.0,1.45,0,Billing,1,0,2,115,11,1,0
45847,915.3482,0.0229,1.37,0.0,0.0,1.37,0,Account,1,0,2,115,11,1,0
45848,915.3895,0.0,0.0,0.1293,7.76,7.76,2,Complaint,0,1,2,115,11,1,0
45849,915.4425,0.0173,1.04,0.1511,9.07,10.11,3,Complaint,0,1,2,115,11,1,0
45850,915.4626,0.0181,1.08,0.0,0.0,1.08,0,Billing,1,0,2,115,11,1,0
45851,915.4915,0.0,0.0,0.0463,2.78,2.78,1,Account,0,1,2,115,11,1,0
45852,915.5136,0.0053,0.32,0.0499,2.99,3.31,2,Complaint,0,1,2,115,11,1,0
45853,915.5231,0.0148,0.89,0.0,0.0,0.89,0,Account,1,0,2,115,11,1,0
45854,915.543,0.0,0.0,0.044,2.64,2.64,1,Billing,0,1,2,115,11,1,0
45855,915.5792,0.0,0.0,0.0587,3.52,3.52,2,Complaint,0,1,2,115,11,1,0
45856,915.6125,0.0,0.0,0.0673,4.04,4.04,1,Billing,0,1,1,115,11,1,0
45857,915.6141,0.0,0.0,0.0465,2.79,2.79,3,Account,0,1,2,115,11,1,0
45858,915.6266,0.0114,0.68,0.1112,6.67,7.35,2,Technical,0,1,2,115,11,1,0
45859,915.6367,0.024,1.44,0.1472,8.83,10.27,3,Complaint,0,1,2,115,11,1,0
45860,915.6646,0.0151,0.91,0.0975,5.85,6.76,1,Technical,0,1,2,115,11,1,0
45861,915.6785,0.0706,4.24,0.0811,4.87,9.1,2,Technical,0,1,2,115,11,1,1
45862,915.6871,0.0901,5.41,0.0,0.0,5.41,0,Billing,1,0,2,115,11,1,1
45863,915.7116,0.0656,3.94,0.0,0.0,3.94,0,Billing,1,0,2,115,11,1,1
45864,915.7244,0.0528,3.17,0.0,0.0,3.17,0,Technical,1,0,2,115,11,1,1
45865,915.7304,0.0468,2.81,0.0343,2.06,4.87,1,Billing,0,1,2,115,11,1,1
45866,915.7746,0.0332,1.99,0.0,0.0,1.99,0,Technical,1,0,2,115,11,1,0
45867,915.777,0.0308,1.85,0.0,0.0,1.85,0,Technical,1,0,2,115,11,1,0
45868,915.7774,0.0305,1.83,0.0,0.0,1.83,0,Complaint,1,0,2,115,11,1,0
45869,915.7805,0.0274,1.64,0.0173,1.04,2.68,3,Billing,0,1,2,115,11,1,0
45870,915.784,0.0275,1.65,0.0,0.0,1.65,0,Billing,1,0,2,115,11,1,0
45871,915.7995,0.012,0.72,0.0626,3.75,4.48,1,Technical,0,1,2,115,11,1,0
45872,915.8191,0.006,0.36,0.1175,7.05,7.41,3,Complaint,0,1,2,115,11,1,0
45873,915.831,0.0,0.0,0.0082,0.49,0.49,2,Billing,0,1,2,115,11,1,0
45874,915.8356,0.0037,0.22,0.034,2.04,2.26,2,Account,0,1,2,115,11,1,0
45875,915.8384,0.0348,2.09,0.0,0.0,2.09,0,Technical,1,0,2,115,11,1,1
45876,915.852,0.0213,1.28,0.0262,1.57,2.85,2,Account,0,1,2,115,11,1,0
45877,915.8686,0.0054,0.33,0.047,2.82,3.15,1,General,0,1,2,115,11,1,0
45878,915.8759,0.0236,1.42,0.0662,3.97,5.39,2,Account,0,1,2,115,11,1,0
45879,915.8809,0.0403,2.42,0.0,0.0,2.42,0,Billing,1,0,2,115,11,1,1
45880,915.8825,0.0386,2.31,0.0541,3.25,5.56,1,Technical,0,1,2,115,11,1,1
45881,915.8831,0.0595,3.57,0.0818,4.91,8.48,3,Billing,0,1,2,115,11,1,1
45882,915.8853,0.0804,4.82,0.0324,1.95,6.77,2,Account,0,1,2,115,11,1,1
45883,915.9124,0.0628,3.77,0.0,0.0,3.77,0,Technical,1,0,2,115,11,1,1
45884,915.9208,0.0544,3.26,0.1028,6.17,9.43,1,Complaint,0,1,2,115,11,1,1
45885,915.9214,0.0767,4.6,0.0,0.0,4.6,0,Account,1,0,2,115,11,1,1
45886,915.9356,0.0626,3.75,0.0,0.0,3.75,0,Account,1,0,2,115,11,1,1
45887,915.9509,0.0472,2.83,0.0597,3.58,6.41,2,Technical,0,1,2,115,11,1,1
45888,915.9621,0.0622,3.73,0.0365,2.19,5.92,3,Billing,0,1,2,115,11,1,1
45889,915.9645,0.0934,5.6,0.0,0.0,5.6,0,Technical,1,0,2,115,11,1,1
45890,915.9926,0.0652,3.91,0.0248,1.49,5.4,2,General,0,1,2,115,11,1,1
45891,916.016,0.0448,2.69,0.0,0.0,2.69,0,General,1,0,2,115,12,0,1
45892,916.026,0.0348,2.09,0.0,0.0,2.09,0,General,1,0,2,115,12,0,1
45893,916.0356,0.0252,1.51,0.0888,5.33,6.84,3,Technical,0,1,2,115,12,0,0
45894,916.039,0.039,2.34,0.051,3.06,5.4,1,Billing,0,1,2,115,12,0,1
45895,916.067,0.0157,0.94,0.0,0.0,0.94,0,Billing,1,0,2,115,12,0,0
45896,916.0853,0.0,0.0,0.0643,3.86,3.86,2,Technical,0,1,2,115,12,0,0
45897,916.0871,0.0419,2.52,0.0886,5.32,7.83,1,Technical,0,1,2,115,12,0,1
45898,916.0966,0.053,3.18,0.0,0.0,3.18,0,Billing,1,0,2,115,12,0,1
45899,916.1434,0.0062,0.37,0.067,4.02,4.4,2,Complaint,0,1,2,115,12,0,0
45900,916.1554,0.0,0.0,0.0382,2.29,2.29,3,Billing,0,1,2,115,12,0,0
45901,916.1633,0.0303,1.82,0.0855,5.13,6.95,3,Complaint,0,1,2,115,12,0,0
45902,916.1839,0.0327,1.96,0.0503,3.02,4.98,2,Account,0,1,2,115,12,0,0
45903,916.1885,0.0292,1.75,0.0,0.0,1.75,0,Account,1,0,2,115,12,0,0
45904,916.2033,0.0143,0.86,0.0,0.0,0.86,0,Account,1,0,2,115,12,0,0
45905,916.2254,0.0,0.0,0.006,0.36,0.36,1,Account,0,1,2,115,12,0,0
45906,916.2641,0.0,0.0,0.1023,6.14,6.14,1,Billing,0,1,2,115,12,0,0
45907,916.2876,0.0,0.0,0.044,2.64,2.64,2,Account,0,1,1,115,12,0,0
45908,916.2973,0.0,0.0,0.1147,6.88,6.88,3,Technical,0,1,2,115,12,0,0
45909,916.3265,0.0051,0.31,0.0298,1.79,2.09,2,Billing,0,1,2,115,12,0,0
45910,916.3723,0.0,0.0,0.0474,2.84,2.84,2,Technical,0,1,1,115,12,0,0
45911,916.3853,0.0,0.0,0.0309,1.85,1.85,1,General,0,1,2,115,12,0,0
45912,916.3854,0.0267,1.6,0.0273,1.64,3.24,3,Billing,0,1,2,115,12,0,0
45913,916.4279,0.0,0.0,0.0597,3.58,3.58,1,Technical,0,1,1,115,12,0,0
45914,916.4315,0.0,0.0,0.0292,1.75,1.75,2,General,0,1,2,115,12,0,0
45915,916.4342,0.0051,0.3,0.0476,2.85,3.16,3,Billing,0,1,2,115,12,0,0
45916,916.4416,0.0192,1.15,0.0497,2.98,4.13,2,Billing,0,1,2,115,12,0,0
45917,916.4512,0.0357,2.14,0.0,0.0,2.14,0,Complaint,1,0,2,115,12,0,1
45918,916.4833,0.0036,0.22,0.0388,2.33,2.54,3,General,0,1,2,115,12,0,0
45919,916.4931,0.0,0.0,0.0369,2.21,2.21,1,Billing,0,1,2,115,12,0,0
45920,916.4941,0.0163,0.98,0.1142,6.85,7.83,2,Technical,0,1,2,115,12,0,0
45921,916.5144,0.0113,0.68,0.0,0.0,0.68,0,General,1,0,2,115,12,0,0
45922,916.5366,0.0,0.0,0.0481,2.89,2.89,3,General,0,1,1,115,12,0,0
45923,916.5703,0.0,0.0,0.029,1.74,1.74,1,General,0,1,2,115,12,0,0
45924,916.5804,0.0043,0.26,0.0393,2.36,2.61,3,Billing,0,1,2,115,12,0,0
45925,916.5822,0.017,1.02,0.0,0.0,1.02,0,Account,1,0,2,115,12,0,0
45926,916.5983,0.0009,0.05,0.0476,2.86,2.91,1,General,0,1,2,115,12,0,0
45927,916.6009,0.023,1.38,0.0,0.0,1.38,0,Account,1,0,2,115,12,0,0
45928,916.6013,0.0227,1.36,0.0677,4.06,5.42,3,Technical,0,1,2,115,12,0,0
45929,916.6314,0.0,0.0,0.0532,3.19,3.19,2,Technical,0,1,2,115,12,0,0
45930,916.6418,0.0051,0.3,0.025,1.5,1.8,1,Billing,0,1,2,115,12,0,0
45931,916.6566,0.0152,0.91,0.0667,4.0,4.91,1,Technical,0,1,2,115,12,0,0
45932,916.6784,0.0062,0.37,0.1208,7.25,7.62,2,Technical,0,1,2,115,12,0,0
45933,916.6886,0.003,0.18,0.075,4.5,4.68,3,Technical,0,1,2,115,12,0,0
45934,916.6897,0.0488,2.93,0.0536,3.21,6.14,1,Technical,0,1,2,115,12,0,1
45935,916.6955,0.0711,4.26,0.0,0.0,4.26,0,General,1,0,2,115,12,0,1
45936,916.6998,0.0668,4.01,0.0,0.0,4.01,0,Account,1,0,2,115,12,0,1
45937,916.7756,0.0,0.0,0.0306,1.84,1.84,3,Technical,0,1,2,115,12,0,0
45938,916.8025,0.0,0.0,0.0065,0.39,0.39,1,Billing,0,1,2,115,12,0,0
45939,916.8145,0.0,0.0,0.0535,3.21,3.21,2,Technical,0,1,0,115,12,0,0
45940,916.8159,0.0,0.0,0.0121,0.73,0.73,3,General,0,1,1,115,12,0,0
45941,916.8183,0.0,0.0,0.0437,2.62,2.62,1,General,0,1,2,115,12,0,0
45942,916.8518,0.0,0.0,0.0447,2.68,2.68,3,Technical,0,1,2,115,12,0,0
45943,916.91,0.0,0.0,0.0475,2.85,2.85,1,Billing,0,1,0,115,12,0,0
45944,916.9106,0.0,0.0,0.0645,3.87,3.87,2,Billing,0,1,1,115,12,0,0
45945,916.9589,0.0,0.0,0.0398,2.39,2.39,3,Account,0,1,1,115,12,0,0
45946,916.9685,0.0,0.0,0.0368,2.21,2.21,1,General,0,1,2,115,12,0,0
45947,916.9733,0.0019,0.11,0.0286,1.71,1.82,2,Account,0,1,2,115,12,0,0
45948,916.9754,0.0233,1.4,0.0,0.0,1.4,0,General,1,0,2,115,12,0,0
45949,917.005,0.0,0.0,0.0379,2.28,2.28,3,Account,0,1,1,115,13,0,0
45950,917.0176,0.0,0.0,0.095,5.7,5.7,2,Technical,0,1,1,115,13,0,0
45951,917.0534,0.0,0.0,0.0427,2.56,2.56,1,General,0,1,1,115,13,0,0
45952,917.0585,0.0,0.0,0.039,2.34,2.34,3,Billing,0,1,2,115,13,0,0
45953,917.0812,0.0148,0.89,0.123,7.38,8.27,1,Technical,0,1,2,115,13,0,0
45954,917.0837,0.0138,0.83,0.0,0.0,0.83,0,General,1,0,2,115,13,0,0
45955,917.0856,0.0119,0.72,0.0595,3.57,4.29,3,Billing,0,1,2,115,13,0,0
45956,917.0885,0.0242,1.45,0.0,0.0,1.45,0,Technical,1,0,2,115,13,0,0
45957,917.1216,0.0,0.0,0.031,1.86,1.86,2,Account,0,1,2,115,13,0,0
45958,917.1429,0.0096,0.58,0.0319,1.92,2.49,2,Account,0,1,2,115,13,0,0
45959,917.1465,0.0105,0.63,0.0665,3.99,4.62,3,Technical,0,1,2,115,13,0,0
45960,917.1562,0.0282,1.69,0.046,2.76,4.45,2,Technical,0,1,2,115,13,0,0
45961,917.1851,0.034,2.04,0.0,0.0,2.04,0,Account,1,0,2,115,13,0,1
45962,917.1918,0.0273,1.64,0.0,0.0,1.64,0,Billing,1,0,2,115,13,0,0
45963,917.2426,0.0,0.0,0.0409,2.45,2.45,1,Complaint,0,1,0,115,13,0,0
45964,917.2918,0.0,0.0,0.1814,10.88,10.88,3,Complaint,0,1,0,115,13,0,0
45965,917.3079,0.0,0.0,0.0382,2.29,2.29,2,General,0,1,1,115,13,0,0
45966,917.3279,0.0,0.0,0.1214,7.28,7.28,1,Technical,0,1,2,115,13,0,0
45967,917.3491,0.0,0.0,0.0365,2.19,2.19,2,General,0,1,2,115,13,0,0
45968,917.3551,0.0306,1.83,0.0357,2.14,3.97,2,Billing,0,1,2,115,13,0,0
45969,917.3642,0.0571,3.43,0.0,0.0,3.43,0,Technical,1,0,2,115,13,0,1
45970,917.3671,0.0542,3.25,0.0,0.0,3.25,0,Technical,1,0,2,115,13,0,1
45971,917.4189,0.0024,0.15,0.0592,3.55,3.7,2,Account,0,1,2,115,13,0,0
45972,917.4446,0.0047,0.28,0.0424,2.54,2.82,1,Billing,0,1,2,115,13,0,0
45973,917.4456,0.0276,1.66,0.0244,1.46,3.12,3,General,0,1,2,115,13,0,0
45974,917.4615,0.019,1.14,0.1589,9.53,10.67,2,Technical,0,1,2,115,13,0,0
45975,917.4699,0.0218,1.31,0.0,0.0,1.31,0,Billing,1,0,2,115,13,0,0
45976,917.5037,0.0,0.0,0.0331,1.98,1.98,1,Billing,0,1,1,115,13,0,0
45977,917.5121,0.0,0.0,0.0649,3.9,3.9,3,Billing,0,1,2,115,13,0,0
45978,917.5328,0.004,0.24,0.0334,2.0,2.24,1,General,0,1,2,115,13,0,0
45979,917.5364,0.0338,2.03,0.0491,2.95,4.97,1,Billing,0,1,2,115,13,0,1
45980,917.5528,0.0243,1.46,0.0601,3.61,5.06,3,Account,0,1,2,115,13,0,0
45981,917.5597,0.0596,3.57,0.0,0.0,3.57,0,General,1,0,2,115,13,0,1
45982,917.5633,0.056,3.36,0.0,0.0,3.36,0,Complaint,1,0,2,115,13,0,1
45983,917.5826,0.0366,2.2,0.0,0.0,2.2,0,Technical,1,0,2,115,13,0,1
45984,917.603,0.0163,0.98,0.0616,3.7,4.67,1,Technical,0,1,2,115,13,0,0
45985,917.6849,0.0,0.0,0.1319,7.91,7.91,3,Technical,0,1,0,115,13,0,0
45986,917.707,0.0,0.0,0.0367,2.2,2.2,2,Billing,0,1,1,115,13,0,0
45987,917.7215,0.0,0.0,0.1052,6.31,6.31,1,Complaint,0,1,2,115,13,0,0
45988,917.7703,0.0,0.0,0.0786,4.71,4.71,2,Complaint,0,1,2,115,13,0,0
45989,917.8055,0.0113,0.68,0.055,3.3,3.97,3,General,0,1,2,115,13,0,0
45990,917.8214,0.0053,0.32,0.0673,4.04,4.36,1,Billing,0,1,2,115,13,0,0
45991,917.8358,0.0131,0.78,0.0278,1.67,2.45,2,Billing,0,1,2,115,13,0,0
45992,917.8927,0.0,0.0,0.0791,4.75,4.75,3,Technical,0,1,1,115,13,0,0
45993,917.9119,0.0,0.0,0.1029,6.17,6.17,2,Complaint,0,1,1,115,13,0,0
45994,917.9369,0.0,0.0,0.0706,4.23,4.23,1,Billing,0,1,2,115,13,0,0
45995,917.9387,0.0331,1.99,0.0,0.0,1.99,0,Technical,1,0,2,115,13,0,0
45996,917.9641,0.0078,0.47,0.0536,3.22,3.69,3,General,0,1,2,115,13,0,0
45997,917.9702,0.0373,2.24,0.0,0.0,2.24,0,Billing,1,0,2,115,13,0,1
45998,917.9727,0.0348,2.09,0.0,0.0,2.09,0,Billing,1,0,2,115,13,0,1
45999,918.0106,0.0,0.0,0.0587,3.52,3.52,1,Billing,0,1,2,115,14,1,0
46000,918.0341,0.0,0.0,0.1127,6.76,6.76,2,Billing,0,1,1,115,14,1,0
46001,918.0445,0.0,0.0,0.0228,1.37,1.37,3,Billing,0,1,2,115,14,1,0
46002,918.0558,0.0115,0.69,0.0354,2.12,2.81,3,Billing,0,1,2,115,14,1,0
46003,918.0602,0.0091,0.54,0.0569,3.42,3.96,1,Account,0,1,2,115,14,1,0
46004,918.0604,0.0423,2.54,0.0,0.0,2.54,0,Complaint,1,0,2,115,14,1,1
46005,918.069,0.0337,2.02,0.0,0.0,2.02,0,Technical,1,0,2,115,14,1,1
46006,918.0722,0.0305,1.83,0.0459,2.75,4.58,3,Billing,0,1,2,115,14,1,0
46007,918.0832,0.043,2.58,0.0331,1.98,4.57,1,Technical,0,1,2,115,14,1,1
46008,918.1191,0.0277,1.66,0.0,0.0,1.66,0,Complaint,1,0,2,115,14,1,0
46009,918.1215,0.0253,1.52,0.0,0.0,1.52,0,Billing,1,0,2,115,14,1,0
46010,918.1234,0.0233,1.4,0.0,0.0,1.4,0,Complaint,1,0,2,115,14,1,0
46011,918.1699,0.0,0.0,0.0164,0.98,0.98,2,Account,0,1,0,115,14,1,0
46012,918.1973,0.0,0.0,0.0277,1.66,1.66,3,General,0,1,0,115,14,1,0
46013,918.1983,0.0,0.0,0.0729,4.37,4.37,1,Technical,0,1,1,115,14,1,0
46014,918.2,0.0,0.0,0.1193,7.16,7.16,2,Technical,0,1,2,115,14,1,0
46015,918.2231,0.0019,0.11,0.0694,4.16,4.28,3,Technical,0,1,2,115,14,1,0
46016,918.2324,0.0388,2.33,0.0324,1.94,4.27,1,Billing,0,1,2,115,14,1,1
46017,918.2581,0.0363,2.18,0.0,0.0,2.18,0,Billing,1,0,2,115,14,1,1
46018,918.2685,0.0259,1.55,0.0124,0.74,2.3,3,General,0,1,2,115,14,1,0
46019,918.3372,0.0,0.0,0.0854,5.13,5.13,1,Technical,0,1,0,115,14,1,0
46020,918.3609,0.0,0.0,0.0499,2.99,2.99,3,General,0,1,1,115,14,1,0
46021,918.3619,0.0,0.0,0.0764,4.58,4.58,2,Technical,0,1,2,115,14,1,0
46022,918.3699,0.0409,2.46,0.0,0.0,2.46,0,Account,1,0,2,115,14,1,1
46023,918.3865,0.0243,1.46,0.1269,7.61,9.08,3,Complaint,0,1,2,115,14,1,0
46024,918.3895,0.0331,1.99,0.0432,2.59,4.58,1,Billing,0,1,2,115,14,1,0
46025,918.3896,0.0487,2.92,0.0,0.0,2.92,0,Account,1,0,2,115,14,1,1
46026,918.3912,0.047,2.82,0.0,0.0,2.82,0,Account,1,0,2,115,14,1,1
46027,918.4061,0.0322,1.93,0.0,0.0,1.93,0,Account,1,0,2,115,14,1,0
46028,918.4261,0.0122,0.73,0.1084,6.5,7.23,2,Complaint,0,1,2,115,14,1,0
46029,918.428,0.0377,2.26,0.0833,5.0,7.26,1,Technical,0,1,2,115,14,1,1
46030,918.4499,0.0878,5.27,0.0,0.0,5.27,0,Billing,1,0,2,115,14,1,1
46031,918.4691,0.0686,4.12,0.0,0.0,4.12,0,Technical,1,0,2,115,14,1,1
46032,918.5254,0.0124,0.74,0.0,0.0,0.74,0,Technical,1,0,2,115,14,1,0
46033,918.5621,0.0,0.0,0.0193,1.16,1.16,3,Billing,0,1,0,115,14,1,0
